,ISBN,Favourite-Generation,Book-Rating
68853,0671009443,millenial,6.666666666666667
68859,0671010085,millenial,9.25
68866,0671010093,genx,10.0
68872,0671010107,genx,10.0
68879,0671010123,boomer+,8.0
68880,0671010204,teenager,8.0
68886,0671010212,teenager,8.0
68896,0671010387,genx,7.5
68903,0671011367,boomer+,8.0
68908,0671011375,genx,8.444444444444445
68913,0671011642,millenial,5.0
68919,0671013750,millenial,10.0
68926,0671013793,genx,9.0
68931,0671013955,millenial,8.0
68937,0671013963,millenial,7.6
68943,0671013971,millenial,7.75
68949,067101398X,millenial,8.0
68957,0671014161,boomer+,10.0
68960,067101417X,genz,8.5
68966,0671014188,genz,9.0
68973,0671014196,millenial,7.882352941176471
68976,067101420X,teenager,9.0
68987,0671014218,boomer+,10.0
68989,0671014420,youth,8.0
68998,0671014676,genx,8.0
69004,0671014919,genx,9.0
69009,0671014935,millenial,8.5
69015,0671015206,millenial,7.0
69022,067101532X,genx,9.0
69028,0671015575,genx,10.0
69032,0671015648,genz,8.0
69039,0671015842,millenial,9.0
69047,0671016652,boomer+,9.0
69050,067101675X,genz,8.0
69056,0671016768,genz,10.0
69060,0671016776,teenager,9.0
69069,0671016784,millenial,7.888888888888889
69075,0671016792,millenial,8.0
69081,0671016857,millenial,8.0
69088,0671016970,genx,8.0
69093,0671016997,millenial,10.0
69099,0671017047,millenial,7.6
69105,0671017063,millenial,8.666666666666666
69110,0671017098,genz,8.0
69118,0671017128,genx,10.0
69123,0671017136,millenial,7.0
69129,0671017144,millenial,7.333333333333333
69135,0671017225,millenial,8.0
69140,0671019074,genz,9.0
69147,0671019155,millenial,10.0
69152,0671019163,genz,8.0
69159,0671019228,millenial,9.666666666666666
69165,0671019414,millenial,8.0
69170,0671019546,genz,8.0
69177,0671019554,millenial,8.5
69183,0671019708,millenial,7.0
69187,0671019716,youth,9.5
69194,0671019759,genz,10.0
69201,0671019783,millenial,8.666666666666666
69207,0671019880,millenial,6.5
69214,0671019929,genx,9.0
69218,0671019961,genz,8.0
69224,0671020293,genz,8.666666666666666
69230,0671020307,genz,6.333333333333333
69236,0671020315,genz,4.666666666666667
69242,0671020323,genz,6.5
69250,0671020366,genx,8.5
69255,0671020374,millenial,8.0
69259,0671020641,youth,10.0
69266,0671020668,genz,7.0
69272,0671020781,genz,9.0
69278,067102082X,genz,6.0
69284,0671020943,genz,10.0
69291,0671020951,millenial,7.2
69297,067102096X,millenial,8.0
69305,0671021001,boomer+,8.5
69308,0671021338,genz,10.0
69314,0671021354,genz,9.0
69321,0671021362,millenial,8.0
69327,0671023179,millenial,8.5
69332,0671023187,genz,9.0
69340,0671023195,genx,8.666666666666666
69346,0671023209,genx,8.5
69351,0671023225,millenial,9.5
69356,0671023373,genz,10.0
69362,0671023497,genz,10.0
69369,0671023616,millenial,8.571428571428571
69373,0671023888,youth,9.0
69380,0671023934,genz,10.0
69386,0671024094,genz,9.0
69395,0671024108,boomer+,9.0
69400,0671024183,genx,7.5
69407,0671024205,boomer+,9.0
69413,067102423X,boomer+,10.0
69415,0671024248,youth,9.0
69424,0671024256,genx,9.0
69426,0671024337,teenager,10.0
69434,0671024345,genz,10.0
69439,0671024396,youth,9.0
69446,0671024434,genz,8.5
69452,0671024582,genz,10.0
69459,0671024590,millenial,8.0
69464,0671024612,genz,10.0
69471,067102471X,millenial,8.0
69477,0671024809,millenial,8.25
69482,0671024817,genz,8.0
69488,0671024914,genz,7.0
69495,0671025325,millenial,6.8
69502,0671025333,genx,8.2
69506,0671025341,genz,8.0
69515,067102535X,boomer+,9.0
69520,0671025368,genx,10.0
69525,0671025538,millenial,10.0
69531,0671025570,millenial,8.5
69536,0671025589,genz,9.0
69542,0671025708,genz,8.5
69549,0671025864,millenial,5.666666666666667
69555,0671026011,millenial,8.125
69562,0671026070,genx,8.0
69567,0671026275,millenial,7.0
69571,0671026283,youth,2.0
69578,0671026305,genz,8.0
69585,0671026313,millenial,8.0
69590,0671026356,genz,8.5
69597,0671026682,millenial,8.25
69602,0671026704,genz,8.0
69609,0671026844,millenial,7.5
69614,0671027077,genz,8.5
69622,0671027123,genx,9.0
69626,067102731X,genz,10.0
69631,0671027344,youth,9.0625
69639,0671027352,millenial,5.0
69643,0671027360,youth,9.2
69651,0671027387,millenial,8.088235294117647
69655,0671027492,youth,10.0
69662,0671027514,genz,10.0
69668,0671027522,genz,10.0
69677,0671027573,boomer+,10.0
69682,0671027581,genx,7.571428571428571
69684,0671027638,teenager,10.0
69695,0671027646,boomer+,10.0
69701,0671027662,boomer+,10.0
69705,0671028006,millenial,6.5
69710,0671028014,genz,5.5
69717,0671028022,millenial,6.0
69721,0671028030,youth,10.0
69728,0671028146,genz,8.0
69737,0671028367,boomer+,9.0
69742,0671028375,genx,8.454545454545455
69748,0671028383,genx,8.166666666666666
69753,0671032550,millenial,6.833333333333333
69759,0671032569,millenial,6.0
69764,067103264X,genz,10.0
69772,0671032658,genx,10.0
69778,0671032992,genx,8.5
69783,0671034006,millenial,9.166666666666666
69790,0671034014,genx,9.5
69795,0671034022,millenial,9.0
69803,0671034057,boomer+,8.5
69806,0671034065,genz,10.0
69813,0671034294,millenial,7.333333333333333
69818,0671034413,genz,8.0
69824,0671034421,genz,10.0
69830,0671034677,genz,8.5
69837,0671034774,millenial,6.0
69843,0671034782,millenial,6.333333333333333
69849,0671035347,millenial,10.0
69856,0671035452,genx,9.5
69861,0671035460,millenial,7.5
69867,0671035827,millenial,9.0
69873,067103619X,millenial,7.666666666666667
69881,0671036505,boomer+,9.0
69886,0671036548,genx,8.5
69889,0671036645,youth,8.0
69897,0671037390,millenial,7.0
69904,0671038184,genx,8.076923076923077
69910,0671038230,genx,8.5
69915,0671038443,millenial,8.1
69920,0671038567,genz,10.0
69928,0671038869,genx,6.333333333333333
69932,0671039288,genz,9.0
69938,0671039350,genz,10.0
69944,0671039415,genz,7.5
69950,0671039423,genz,10.0
69958,0671039725,genx,10.0
69964,0671039741,genx,9.0
69969,0671039830,millenial,8.0
69975,0671039857,millenial,7.0
69981,0671039873,millenial,6.666666666666667
69985,0671039903,youth,9.0
69991,067103992X,youth,9.0
69998,0671039938,genz,6.666666666666667
70006,0671039946,genx,7.5
70010,0671039954,genz,8.0
70018,0671039962,genx,6.0
70022,0671039970,genz,10.0
70027,0671040588,youth,8.0
70035,0671041444,millenial,7.5
70041,0671041460,millenial,7.666666666666667
70044,0671041622,teenager,10.0
70050,0671041657,teenager,10.0
70056,0671041789,teenager,9.0
70065,0671041908,millenial,10.0
70069,0671042262,youth,10.0
70077,0671042386,millenial,7.6
70083,0671042394,millenial,8.0
70088,0671042408,genz,9.0
70095,0671042432,millenial,8.0
70102,0671042459,genx,9.0
70108,0671042475,genx,9.0
70113,0671042491,millenial,8.0
70119,0671042505,millenial,8.666666666666666
70125,0671042513,millenial,8.5
70131,0671042556,millenial,9.0
70136,0671042564,genz,10.0
70142,0671042572,genz,8.75
70148,0671042602,genz,9.0
70155,0671042831,millenial,8.333333333333334
70159,0671042858,youth,8.0
70166,067104334X,genz,9.5
70172,0671043811,genz,8.0
70178,0671046179,genz,10.0
70184,0671047329,genz,10.0
70192,0671047345,genx,10.0
70198,0671047485,genx,8.0
70203,0671047507,millenial,8.0
70207,0671047515,youth,8.0
70214,0671203231,genz,8.0
70222,0671204971,genx,10.0
70227,067121148X,millenial,9.5
70233,0671242954,millenial,9.0
70237,0671244221,youth,10.0
70242,0671250671,teenager,8.0
70251,0671253832,millenial,10.0
70257,0671318500,millenial,8.666666666666666
70263,0671319639,millenial,8.0
70270,0671319728,genx,7.333333333333333
70274,0671319744,genz,10.0
70281,0671413570,millenial,10.0
70286,0671415085,genz,7.5
70294,0671416367,genx,7.5
70299,067142517X,millenial,7.5
70306,0671434225,genx,9.5
70311,0671441981,millenial,7.5
70318,0671442686,genx,10.0
70320,0671443283,teenager,8.0
70329,0671447483,millenial,10.0
70334,067144901X,genz,9.0
70341,0671450344,millenial,8.166666666666666
70347,0671452177,millenial,9.0
70352,0671454048,genz,10.0
70359,0671456547,millenial,10.0
70364,0671456857,genz,10.0
70371,0671461494,millenial,8.571428571428571
70377,0671462970,millenial,9.0
70384,0671463144,genx,10.0
70389,0671465430,millenial,3.0
70394,0671467263,genz,9.0
70399,0671468200,youth,8.0
70407,0671470884,millenial,9.5
70413,0671472569,millenial,8.0
70418,0671473697,genz,7.0
70424,0671477099,genz,9.0
70432,0671491784,genx,10.0
70436,0671492276,genz,8.0
70442,0671493043,genz,10.0
70449,0671496107,millenial,9.5
70456,0671496174,genx,10.0
70463,0671496786,boomer+,9.0
70467,0671501070,millenial,6.333333333333333
70474,0671501283,genx,10.0
70477,0671502336,youth,10.0
70484,0671502522,genz,10.0
70490,0671502549,genz,8.0
70496,0671502689,genz,8.0
70501,0671504398,youth,9.5
70508,0671507036,genz,8.0
70515,0671507397,millenial,8.5
70522,0671509810,genx,9.0
70528,067150987X,genx,9.5
70535,0671510053,boomer+,8.5
70539,0671510126,millenial,9.0
70544,0671510991,genz,9.0
70552,0671511424,genx,6.0
70557,0671511432,millenial,8.0
70562,0671516922,genz,9.0
70571,067151699X,boomer+,10.0
70576,0671517635,genx,10.0
70581,0671517643,millenial,10.0
70587,067151914X,millenial,6.0
70592,0671519751,genz,8.333333333333334
70601,0671519816,boomer+,9.5
70604,0671520032,genz,8.5
70612,0671520458,genx,8.0
70618,0671520474,genx,9.0
70620,0671521101,teenager,7.0
70629,0671521446,millenial,8.0
70634,0671521500,genz,7.0
70643,0671521705,boomer+,10.0
70648,0671522647,genx,9.5
70650,0671522663,teenager,10.0
70658,0671522922,genz,9.0
70664,0671523074,genz,8.0
70671,0671523686,millenial,9.0
70677,0671524097,millenial,8.0
70683,0671524208,millenial,7.0
70690,0671524313,genx,10.0
70695,0671524968,millenial,7.666666666666667
70699,0671525425,youth,10.0
70705,0671525433,youth,7.5
70714,0671525743,genx,8.8
70719,0671525751,millenial,7.5
70726,0671525794,genx,9.0
70730,0671525808,genz,8.2
70739,0671525832,boomer+,9.0
70742,0671526022,genz,10.0
70749,067152609X,millenial,6.666666666666667
70755,0671526723,millenial,9.0
70761,0671527215,millenial,9.071428571428571
70768,0671527886,genx,9.5
70772,0671528068,genz,9.5
70779,0671528165,millenial,9.0
70786,0671528203,genx,8.833333333333334
70791,0671528904,millenial,8.1
70797,0671529366,millenial,6.5
70800,0671529439,teenager,8.0
70807,0671529595,youth,8.0
70814,0671532251,genz,7.5
70821,0671532642,millenial,9.0
70826,0671532766,genz,8.0
70835,0671532855,boomer+,9.0
70840,067153288X,genx,9.0
70845,0671534254,millenial,7.5
70850,0671534262,genz,9.0
70859,0671534645,boomer+,10.0
70862,0671534718,genz,7.636363636363637
70868,0671534726,genz,7.8
70876,0671534734,genx,8.0
70880,0671534742,genz,7.8
70885,0671535323,youth,7.0
70893,067153615X,millenial,7.0
70899,0671536222,millenial,8.5
70904,0671536613,genz,9.0
70910,0671537458,genz,7.666666666666667
70916,0671537628,genz,9.5
70923,0671537830,millenial,7.0
70929,0671537865,millenial,9.0
70936,0671537881,genx,8.0
70942,0671540025,genx,7.0
70948,0671541854,genx,8.5
70953,0671542141,millenial,8.0
70960,0671543296,genx,5.0
70965,0671543857,millenial,8.0
70971,0671545256,millenial,7.5
70975,067154683X,youth,10.0
70983,0671549170,millenial,7.5
70989,0671550551,millenial,8.0
70993,0671551337,youth,8.0
71002,0671551817,genx,8.0
71008,0671552228,genx,10.0
71013,0671553011,millenial,9.333333333333334
71020,067155302X,genx,9.0
71026,0671553038,genx,10.0
71032,0671553046,genx,10.0
71037,0671554506,millenial,8.0
71043,0671556843,millenial,8.0
71049,0671563122,millenial,8.0
71055,0671567667,millenial,7.666666666666667
71062,0671567713,genx,8.0
71068,067156773X,genx,9.0
71073,0671567748,millenial,8.0
71081,0671567829,boomer+,10.0
71083,0671568175,youth,8.5
71092,0671568183,genx,9.0
71099,0671568833,boomer+,8.0
71101,0671568841,youth,9.0
71109,0671577727,millenial,10.0
71115,0671577786,millenial,8.2
71121,0671578057,millenial,8.333333333333334
71127,0671578081,millenial,9.0
71133,0671578103,millenial,7.5
71139,067157812X,millenial,9.0
71145,0671578146,millenial,8.25
71151,0671578286,millenial,9.666666666666666
71157,0671578413,millenial,9.0
71164,0671578456,genx,8.0
71169,0671578650,millenial,7.0
71175,0671578707,millenial,7.0
71181,0671578855,millenial,9.333333333333334
71187,0671578987,millenial,9.0
71194,0671600419,genx,7.666666666666667
71199,0671600613,millenial,10.0
71206,0671601075,genx,9.5
71211,0671601172,millenial,7.0
71215,0671606387,youth,5.0
71221,0671606840,youth,10.0
71227,0671606867,youth,10.0
71235,0671612689,millenial,9.333333333333334
71241,0671617028,millenial,9.058823529411764
71249,0671617044,boomer+,7.0
71252,0671619373,genz,7.0
71259,0671620991,millenial,8.6
71264,0671621963,genz,9.0
71271,0671623249,millenial,8.6
71276,0671624415,genz,9.0
71283,067162461X,millenial,10.0
71290,0671625810,genx,9.0
71293,0671625829,youth,10.0
71301,0671625837,millenial,9.0
71306,0671631845,genz,9.0
71313,0671633198,millenial,5.0
71319,0671636782,millenial,6.428571428571429
71325,0671637185,millenial,9.0
71332,0671638688,genx,10.0
71338,0671640127,genx,7.5
71341,0671640453,youth,10.0
71349,0671640496,millenial,10.0
71356,0671640771,genx,10.0
71360,0671641778,genz,10.0
71365,0671642561,youth,9.5
71372,067164257X,genz,9.428571428571429
71379,0671642677,millenial,7.5
71386,0671642685,genx,8.0
71391,0671643703,millenial,7.0
71397,0671644459,millenial,7.6
71402,0671644467,genz,9.0
71409,0671644475,millenial,7.571428571428571
71415,0671644483,millenial,10.0
71423,0671646575,boomer+,8.0
71429,0671646788,boomer+,9.0
71434,0671647458,genx,10.0
71437,0671648144,youth,10.0
71444,0671648152,genz,8.666666666666666
71452,0671648861,genx,8.5
71457,0671648918,millenial,5.0
71463,0671649280,millenial,9.5
71468,0671649728,genz,8.0
71476,067165361X,genx,10.0
71481,0671653741,millenial,7.5
71488,0671654160,genx,10.0
71493,0671655973,millenial,9.5
71500,067165604X,genx,9.0
71503,0671656155,youth,8.0
71510,0671656570,genz,8.5
71517,0671656767,millenial,7.0
71522,0671657151,genz,7.5
71527,067165764X,youth,9.0
71536,0671657860,genx,9.333333333333334
71541,067165831X,millenial,7.75
71547,0671660632,millenial,8.5
71554,0671661892,genx,9.0
71561,0671663984,boomer+,10.0
71566,0671664271,genx,9.0
71571,0671664948,millenial,8.333333333333334
71577,0671664964,millenial,9.0
71582,0671665707,genz,9.0
71588,0671665790,genz,8.0
71595,0671666258,millenial,9.5
71601,0671666274,millenial,6.666666666666667
71607,067166641X,millenial,7.333333333333333
71613,0671670050,millenial,10.0
71620,0671670069,genx,10.0
71624,0671670646,genz,8.333333333333334
71630,0671670662,genz,10.0
71634,0671670689,teenager,10.0
71641,0671670913,youth,8.0
71649,0671672576,millenial,10.0
71657,0671673645,boomer+,7.0
71661,0671673653,millenial,7.25
71665,0671673661,youth,10.0
71671,0671673688,youth,9.0
71679,0671674366,millenial,7.0
71685,0671674463,millenial,8.0
71690,0671676253,genz,10.0
71698,0671676296,genx,10.0
71702,0671676563,genz,5.0
71711,0671679155,boomer+,10.0
71715,0671679430,millenial,5.0
71721,0671679902,millenial,10.0
71726,0671680110,genz,8.0
71734,0671680277,genx,10.0
71740,0671680420,genx,7.5
71744,0671681559,genz,9.0
71751,0671681567,millenial,9.333333333333334
71758,0671682873,genx,9.0
71762,067168289X,genz,8.0
71769,0671683063,millenial,9.666666666666666
71773,067168390X,youth,10.0
71780,0671683993,genz,7.666666666666667
71786,0671684027,genz,7.0
71795,0671684256,boomer+,7.0
71799,0671684264,millenial,8.0
71805,0671685635,millenial,9.0
71812,0671686151,genx,7.25
71817,0671687948,millenial,10.0
71823,0671688855,millenial,9.0
71827,0671689231,youth,10.0
71835,067168972X,millenial,8.0
71841,0671689738,millenial,8.5
71847,0671689746,millenial,8.375
71853,0671689762,millenial,8.25
71857,0671690094,youth,10.0
71865,0671690558,millenial,8.5
71870,0671690566,genz,8.0
71876,0671690574,genz,9.0
71882,0671690582,genz,6.75
71887,0671690590,youth,10.0
71896,067169071X,genx,8.0
71899,0671692674,youth,8.5
71906,0671693220,genz,7.333333333333333
71913,0671693808,millenial,6.0
71918,0671693816,genz,7.0
71924,0671694049,genz,8.0
71933,067169507X,boomer+,9.0
71935,0671695126,youth,10.0
71942,0671695142,genz,8.166666666666666
71948,0671695169,genz,8.666666666666666
71956,0671695185,genx,8.0
71958,0671695304,teenager,10.0
71968,0671695320,genx,8.0
71972,0671695886,genz,10.0
71981,0671697862,boomer+,8.0
71985,0671697994,millenial,9.0
71990,067169863X,genz,10.0
71998,0671698842,genx,9.0
72003,0671698850,millenial,9.0
72009,0671700103,millenial,7.6
72017,0671701231,boomer+,10.0
72019,0671701258,youth,8.0
72027,0671701304,millenial,7.666666666666667
72034,0671701592,genx,10.0
72037,0671701606,youth,10.0
72044,0671702440,genz,5.0
72052,0671702505,genx,10.0
72057,0671702513,millenial,8.5
72062,0671704184,genz,8.666666666666666
72069,0671704273,millenial,7.5
72074,0671704591,genz,7.0
72082,0671704656,genx,10.0
72085,0671704664,youth,9.0
72094,0671705091,genx,9.5
72099,0671705601,millenial,6.333333333333333
72105,067170561X,millenial,6.666666666666667
72111,0671706675,millenial,8.5
72115,0671707612,youth,10.0
72122,0671708368,genz,7.0
72129,0671708376,millenial,8.333333333333334
72134,0671708635,genz,7.545454545454546
72141,0671708821,millenial,10.0
72147,0671709453,millenial,8.0
72152,0671709607,genz,10.0
72158,0671709704,genz,8.5
72164,0671718177,genz,8.5
72171,0671720147,millenial,8.818181818181818
72178,0671720317,genx,8.0
72184,0671720414,genx,9.0
72188,067172052X,genz,8.0
72195,067172066X,millenial,10.0
72202,0671720759,genx,8.0
72207,0671720791,millenial,8.666666666666666
72213,067172083X,millenial,10.0
72219,0671720937,millenial,9.5
72225,0671720996,millenial,9.0
72231,0671721046,millenial,8.75
72237,0671721097,millenial,8.5
72243,0671721100,millenial,10.0
72250,0671721135,genx,10.0
72256,0671721224,genx,9.0
72260,0671721291,genz,9.75
72267,0671721380,millenial,7.166666666666667
72273,067172147X,millenial,8.5
72280,0671721542,genx,9.0
72285,0671721623,millenial,9.0
72292,0671721631,genx,8.0
72296,0671721666,genz,9.0
72303,0671721720,millenial,9.0
72310,0671721755,genx,9.0
72315,0671721976,millenial,7.0
72321,0671722069,millenial,10.0
72327,0671722077,millenial,7.0
72334,0671722131,genx,9.0
72339,0671722565,millenial,8.0
72345,067172262X,millenial,9.0
72351,0671722638,millenial,9.5
72356,0671722654,genz,5.0
72363,0671722751,millenial,8.0
72369,0671722778,millenial,9.0
72374,0671722794,genz,10.0
72379,0671722816,youth,10.0
72387,0671722840,millenial,9.5
72390,0671722859,teenager,9.5
72397,0671722891,youth,10.0
72405,0671722905,millenial,8.0
72410,0671722948,genz,10.0
72416,0671723227,genz,10.0
72423,0671723650,millenial,7.5
72429,0671724517,millenial,7.0
72436,0671724738,genx,7.5
72441,067172519X,millenial,10.0
72446,0671726234,genz,9.0
72451,0671726498,youth,9.0
72459,0671726528,millenial,9.0
72464,0671726714,genz,10.0
72470,0671726730,genz,10.0
72477,0671726889,millenial,8.857142857142858
72484,067172701X,genx,9.0
72489,0671727079,millenial,10.0
72496,0671727125,genx,10.0
72500,0671727583,genz,7.222222222222222
72505,0671727796,youth,10.0
72512,0671728555,genz,8.0
72518,0671728563,genz,9.5
72527,0671728571,boomer+,10.0
72531,067172939X,millenial,9.333333333333334
72536,0671729403,genz,9.0
