,Book-Title-Length,Book-Author,Book-Publisher,Publication-Era,Favourite-Generation
8055,2,James Grippando,Avon Books,1980s-1990s,millenial
8056,2,Gary Larson,Andrews McMeel Publishing,1980s-1990s,genz
8057,4,Mark Burnett,TV Books,>=2000,millenial
8058,11,The Bathroom Readers' Hysterical Society,Portable Press,>=2000,millenial
8059,11,Bathroom Readers' Institute,Advantage Publishers Group,>=2000,genz
8060,10,Bathroom Readers Institute,Bathroom Reader Press,>=2000,millenial
8061,4,Arthur C. Clarke,Roc,>=2000,genx
8062,3,Will Ferguson,Perennial,>=2000,youth
8063,11,Martha Grimes,Onyx Books,>=2000,millenial
8064,15,Jake Vest,McGraw-Hill,1980s-1990s,millenial
8065,5,Rudyard Kipling,NTC/Contemporary Publishing Company,1980s-1990s,genx
8066,4,Laura Ingalls Wilder,HarperTrophy,before 1980s,genx
8067,13,Dr. Seuss,Random House Books for Young Readers,before 1980s,genz
8068,4,Margaret Wise Brown,HarperFestival,1980s-1990s,millenial
8069,5,Alan Alexander Milne,Dutton Books,1980s-1990s,genz
8070,2,Kenzaburo OÃ?ÃÂ©,Gallimard,>=2000,genz
8071,5,Claire Etcherelli,Schoenhofs Foreign Books,1980s-1990s,genz
8072,3,R. Queneau,Folio,1980s-1990s,genz
8073,1,RenÃ?ÃÂ© Barjavel,Gallimard,1980s-1990s,millenial
8074,3,Michel Houellebecq,Editions J'Ai Lu,>=2000,genz
8075,7,Anna Gavalda,Le Dilettante,1980s-1990s,genz
8076,1,Maxence Fermine,Seuil,>=2000,genx
8077,2,Tonino Benacquista,Gallimard,>=2000,youth
8078,2,Nancy Huston,Actes Sud,>=2000,millenial
8079,6,Dai Sijie,Gallimard,>=2000,genx
8080,6,R. L. Stine,Scholastic,1980s-1990s,teenager
8081,5,Johanna Lindsey,Avon,1980s-1990s,genz
8082,5,Danielle Steel,Dell Publishing Company,>=2000,millenial
8083,2,Danielle Steel,Pocket,1980s-1990s,genx
8084,3,Danielle Steel,Dell,1980s-1990s,genz
8085,2,Danielle Steel,Dell,1980s-1990s,genz
8086,2,Danielle Steel,Dell,1980s-1990s,millenial
8087,1,Danielle Steel,Dell,1980s-1990s,genz
8088,2,LaVyrle Spencer,Jove Books,1980s-1990s,millenial
8089,5,Sandra Brown,Bantam Books,>=2000,genx
8090,3,Stephen King,Signet Book,1980s-1990s,youth
8091,3,Taylor Smith,Mira,1980s-1990s,millenial
8092,2,Taylor Smith,Mira,>=2000,youth
8093,2,Bentley Little,Signet Book,>=2000,genz
8094,5,Lilian Jackson Braun,Jove Books,1980s-1990s,genz
8095,10,Lilian Jackson Braun,Jove Books,1980s-1990s,millenial
8096,1,Richard Bachman,New Amer Library,1980s-1990s,youth
8097,1,Stephen King,Viking Books,1980s-1990s,teenager
8098,10,Stephen King,Plume Books,1980s-1990s,genx
8099,1,Stephen King,Signet Book,>=2000,genx
8100,2,Stephen King,Signet Book,1980s-1990s,genx
8101,8,Stephen King,Signet Book,1980s-1990s,millenial
8102,12,Stephen King,Signet Book,1980s-1990s,millenial
8103,7,Stephen King,Penguin Books Ltd,1980s-1990s,millenial
8104,7,JONATHAN KELLERMAN,Bantam,1980s-1990s,genz
8105,6,Jonathan Kellerman,Bantam Books,1980s-1990s,genz
8106,2,John Sandford,Berkley Publishing Group,>=2000,boomer+
8107,2,John Sandford,Putnam Publishing Group,>=2000,genz
8108,2,John Sandford,Putnam Pub Group,1980s-1990s,boomer+
8109,2,John Sandford,Berkley Publishing Group,>=2000,millenial
8110,6,S. E. Hinton,Random House Childrens Pub (Mm),1980s-1990s,youth
8111,7,Jack London,Scholastic,1980s-1990s,genx
8112,2,Taylor Smith,Mira,1980s-1990s,millenial
8113,5,Linda Howard,Pocket Star,>=2000,boomer+
8114,4,Lisa Scottoline,HarperTorch,1980s-1990s,genx
8115,5,Christiane Heggan,Mira Books,>=2000,genx
8116,2,John Sandford,Berkley Publishing Group,>=2000,genx
8117,7,Leslie Glass,Signet Book,>=2000,genx
8118,4,Bret Easton Ellis,Vintage Books USA,>=2000,genz
8119,3,Joe Haldeman,Eos,1980s-1990s,genz
8120,1,Aldous Huxley,Perennial,1980s-1990s,genz
8121,3,Paul Watzlawick,Piper,1980s-1990s,genx
8122,4,ISAAC ASIMOV,Spectra,1980s-1990s,genx
8123,3,Jerzy Kosinski,Grove Press,1980s-1990s,genz
8124,14,Richard P. Feynman,Perseus Books Group,>=2000,youth
8125,3,Ken Follett,Mondadori (IT),1980s-1990s,genz
8126,11,Patrick Suskind,Editorial Seix Barral,1980s-1990s,millenial
8127,2,Noah Gordon,Suma de Letras,>=2000,genz
8128,2,Pamela Duncan,Delta,>=2000,millenial
8129,5,Robert Ludlum,St. Martin's Paperbacks,>=2000,genx
8130,14,Debbie Ford,Riverhead Books,1980s-1990s,millenial
8131,2,MARLA CILLEY,Bantam,>=2000,millenial
8132,7,Linda Cobb,Pocket,>=2000,genz
8133,5,Joel C. Rosenberg,Forge,>=2000,genx
8134,5,Rand Miller,Hyperion,1980s-1990s,youth
8135,5,Rand Miller,Hyperion,1980s-1990s,teenager
8136,1,LaVyrle Spencer,Jove Books,1980s-1990s,millenial
8137,5,Yann Martel,Harvest Books,>=2000,millenial
8138,6,Gervase Phinn,Penguin Books,>=2000,genx
8139,3,Dave Pelzer,Orion mass market paperback,>=2000,millenial
8140,2,Josephine Tey,Touchstone,1980s-1990s,millenial
8141,2,Jonathan Kellerman,Bantam,1980s-1990s,genx
8142,10,Elizabeth Peters,Warner Books,1980s-1990s,millenial
8143,3,Stephen King,Signet Book,1980s-1990s,genx
8144,5,Tom Clancy,Berkley Publishing Group,1980s-1990s,millenial
8145,3,V.C. Andrews,Pocket,1980s-1990s,genz
8146,2,V.C. Andrews,Pocket,1980s-1990s,millenial
8147,8,David Eddings,Ballantine Books,1980s-1990s,millenial
8148,9,David Eddings,Ballantine Books,1980s-1990s,millenial
8149,7,David Eddings,Del Rey Books,1980s-1990s,millenial
8150,4,Marion Zimmer Bradley,New Amer Library,1980s-1990s,millenial
8151,6,Lawrence Sanders,Berkley Publishing Group,1980s-1990s,millenial
8152,6,Lawrence Sanders,Berkley Publishing Group,1980s-1990s,boomer+
8153,6,Lawrence Sanders,Berkley Publishing Group,1980s-1990s,millenial
8154,3,Marion Zimmer Bradley,Daw Books,1980s-1990s,genx
8155,7,Agatha Christie,Berkley Publishing Group,>=2000,millenial
8156,2,V.C. Andrews,Pocket,1980s-1990s,youth
8157,6,V.C. Andrews,Pocket,1980s-1990s,genz
8158,5,Beverly Cleary,HarperCollins,1980s-1990s,millenial
8159,2,Lawrence Sanders,Berkley Publishing Group,1980s-1990s,millenial
8160,2,Lawrence Sanders,Berkley Publishing Group,>=2000,genx
8161,1,Danielle Steel,Dell,1980s-1990s,genx
8162,2,Danielle Steel,Dell,1980s-1990s,millenial
8163,3,Judith Krantz,Bantam Books,1980s-1990s,millenial
8164,11,R.A. Salvatore,Wizards of the Coast,1980s-1990s,genz
8165,4,Robert Ludlum,Bantam Books,1980s-1990s,millenial
8166,3,Ira Levin,Perennial,>=2000,youth
8167,6,Laurell K. Hamilton,Ace Books,>=2000,millenial
8168,7,Laurell K. Hamilton,Ace Books,>=2000,genx
8169,7,Laurell K. Hamilton,ACE Charter,>=2000,millenial
8170,5,Lynn Flewelling,Bantam,1980s-1990s,genz
8171,7,LYNN FLEWELLING,Spectra,1980s-1990s,genx
8172,2,Christine Feehan,Leisure Books,>=2000,millenial
8173,6,Christian Jacq,Atria,>=2000,millenial
8174,3,Christian Jacq,Atria,>=2000,youth
8175,6,Molly Cochran,Tor Books,1980s-1990s,millenial
8176,11,G. A. McKevett,Kensington Publishing Corporation,>=2000,millenial
8177,1,Danielle Steel,Delacorte Press,1980s-1990s,genx
8178,1,Danielle Steel,Delacorte Press,>=2000,boomer+
8179,5,Jude Deveraux,Pocket,>=2000,millenial
8180,2,Kathy Lette,Pan Books - Macmillan UK,1980s-1990s,genz
8181,2,Sandra Brown,Warner Books,>=2000,genx
8182,8,Scott Adams,Andrews McMeel Publishing,1980s-1990s,youth
8183,2,Belva Plain,Delacorte Press,>=2000,genz
8184,4,Fern Michaels,Kensington Publishing Corporation,>=2000,millenial
8185,3,Jennifer Crusie,St Martins Pr,1980s-1990s,millenial
8186,1,Danielle Steel,Dell,1980s-1990s,millenial
8187,3,Pamela Wallace,Zebra Books,1980s-1990s,millenial
8188,2,Olivia Goldsmith,Signet Book,>=2000,genz
8189,5,Nora Roberts,Jove Books,>=2000,genx
8190,1,Karin Slaughter,HarperTorch,>=2000,millenial
8191,1,Clive Barker,Eos,1980s-1990s,millenial
8192,3,Danielle Steel,Dell,1980s-1990s,teenager
8193,5,Ellen Gilchrist,Back Bay Books,1980s-1990s,millenial
8194,6,Tamar Myers,Avon,1980s-1990s,millenial
8195,2,Margaret Atwood,Doubleday Books,1980s-1990s,millenial
8196,8,Douglas Adams,Random House Value Pub,1980s-1990s,genx
8197,3,Stephen L. Burns,Roc,1980s-1990s,genz
8198,7,Susan Faludi,Anchor,1980s-1990s,genz
8199,13,Susan Cooper,Athenum,before 1980s,genx
8200,3,Robert Cormier,Alfred A. Knopf,1980s-1990s,genz
8201,5,Johanna Lindsey,Avon,1980s-1990s,millenial
8202,6,Robert Newton Peck,Random House Children's Books,1980s-1990s,millenial
8203,4,William Shatner,Star Trek,1980s-1990s,millenial
8204,11,Sara Bliss,Broadway Books,>=2000,genz
8205,13,Marg Stark,Hyperion,1980s-1990s,genx
8206,5,Jane Austen,Oxford University Press,1980s-1990s,millenial
8207,3,J.C. Suares,HarperCollins,1980s-1990s,millenial
8208,6,Herman Melville,Signet Classics,1980s-1990s,genz
8209,24,Denise Fields,Pub Group West,1980s-1990s,genz
8210,20,John Gray,HarperCollins Publishers,1980s-1990s,millenial
8211,5,Lisa Kleypas,Avon,1980s-1990s,genz
8212,5,Gustave Flaubert,Penguin Books Ltd,1980s-1990s,millenial
8213,5,Terry Pratchett,HarperTorch,1980s-1990s,teenager
8214,7,Lois Duncan,Laure Leaf,1980s-1990s,youth
8215,3,Christopher Pike,Simon Pulse,1980s-1990s,teenager
8216,3,Christopher Pike,Simon Pulse,1980s-1990s,youth
8217,4,Christopher Pike,Scholastic Paperbacks (Mm),1980s-1990s,millenial
8218,4,Christopher Pike,Simon Pulse,1980s-1990s,youth
8219,4,Christopher Pike,Simon Pulse,1980s-1990s,millenial
8220,6,Lois Duncan,Simon Pulse,1980s-1990s,youth
8221,6,Lois Duncan,Laure Leaf,1980s-1990s,genz
8222,2,Christopher Pike,Simon Pulse,1980s-1990s,genz
8223,8,Susan Cooper,Aladdin,1980s-1990s,genx
8224,5,John Fowles,Back Bay Books,1980s-1990s,genz
8225,4,Madeleine L'Engle,Farrar Straus Giroux,before 1980s,millenial
8226,2,Frank Herbert,Penguin Putnam~mass,1980s-1990s,genx
8227,5,Shannon Drake,Zebra Books,>=2000,millenial
8228,2,Johanna Lindsey,Avon,1980s-1990s,genz
8229,3,Shannon Drake,Kensington Publishing Corporation,>=2000,millenial
8230,3,Johanna Lindsey,Avon,1980s-1990s,teenager
8231,1,Amanda Quick,Bantam,1980s-1990s,genx
8232,7,Christina Dodd,Avon,>=2000,teenager
8233,4,Kathleen E. Woodiwiss,Avon,1980s-1990s,genz
8234,2,Jo Beverley,Signet Book,>=2000,genx
8235,3,Amanda Quick,Bantam Books,>=2000,genx
8236,2,Jude Deveraux,Atria,1980s-1990s,millenial
8237,3,Jude Deveraux,Atria Books,>=2000,genx
8238,3,Kathleen E. Woodiwiss,Avon Books,>=2000,millenial
8239,1,Jo Beverley,Signet Book,>=2000,millenial
8240,4,Rita Mae Brown,Bantam Books,>=2000,genz
8241,3,Harriet Beecher Stowe,Signet Classics,1980s-1990s,genz
8242,5,Lilian Jackson Braun,Putnam Publishing Group,>=2000,genx
8243,1,Jude Deveraux,Pocket,1980s-1990s,millenial
8244,6,Diana Palmer,Harlequin Books,>=2000,millenial
8245,8,Tim Lahaye,Tyndale House Publishers,1980s-1990s,genx
8246,8,Tim Lahaye,Tyndale House Publishers,1980s-1990s,millenial
8247,3,Jude Deveraux,Avon,1980s-1990s,millenial
8248,3,Kathleen E. Woodiwiss,William Morrow,>=2000,genz
8249,9,Tim Lahaye,Tyndale House Publishers,>=2000,millenial
8250,1,Kathleen E. Woodiwiss,Avon,before 1980s,millenial
8251,6,Shannon Drake,Zebra Books,>=2000,millenial
8252,4,Loretta Chase,Berkley Publishing Group,>=2000,genx
8253,2,Catherine Coulter,Jove Books,>=2000,teenager
8254,5,EDGAR ALLAN POE,Bantam Classics,1980s-1990s,millenial
8255,6,Darlene Marie Wilkinson,Multnomah,>=2000,genz
8256,3,Zachary Fox,Pinnacle Books,1980s-1990s,genx
8257,4,Julia London,Berkley Publishing Group,>=2000,millenial
8258,1,James A. Michener,Fawcett Books,1980s-1990s,millenial
8259,1,Clavell,Harpercollins,1980s-1990s,genx
8260,9,John Steinbeck,Penguin USA,1980s-1990s,genx
8261,1,Dick Francis,Fawcett Books,1980s-1990s,genz
8262,4,Lisa Jackson,Kensington Publishing Corporation,>=2000,millenial
8263,3,Mary Higgins Clark,Simon & Schuster,1980s-1990s,boomer+
8264,5,Lilian Jackson Braun,Jove Books,1980s-1990s,genx
8265,11,Jack Weatherford,Ballantine Books,1980s-1990s,genx
8266,9,James Finn Garner,John Wiley & Sons Inc,1980s-1990s,genz
8267,4,Shirley McClaine,Bantam Books,1980s-1990s,millenial
8268,6,Robert Bly,Perseus Books Group,1980s-1990s,genx
8269,5,Ian Rankin,St. Martin's Press,1980s-1990s,millenial
8270,3,Jamila Gavin,Egmont Childrens Books,>=2000,youth
8271,13,Sue Grafton,Henry Holt & Company,1980s-1990s,genx
8272,1,Linda L. Miller,HarperTorch,>=2000,millenial
8273,2,Brendan O'Carroll,Plume Books,>=2000,millenial
8274,2,Brendan O'Carroll,Plume Books,>=2000,genx
8275,4,Elizabeth Berg,Atria Books,>=2000,genx
8276,2,Kathleen DeMarco,Miramax,>=2000,youth
8277,3,Curtiss Matlock,Mira,>=2000,genx
8278,5,Elizabeth Buchan,Viking Books,>=2000,millenial
8279,3,Anne Lamott,Anchor Books/Doubleday,1980s-1990s,genx
8280,4,Olivia Goldsmith,Dutton Books,>=2000,millenial
8281,2,Martha Moody,Riverhead Books,>=2000,genx
8282,1,Douglas Preston,Warner Books,1980s-1990s,genz
8283,2,Joseph R. Garber,Bantam Books,1980s-1990s,genx
8284,6,ELIZABETH GEORGE,Bantam,1980s-1990s,millenial
8285,3,Robert K. Tanenbaum,HarperTorch,>=2000,youth
8286,7,W. E. B. Griffin,Jove Books,1980s-1990s,boomer+
8287,1,Sandra Brown,Warner Vision,>=2000,boomer+
8288,3,Rosellen Brown,Picador,>=2000,genx
8289,3,Anne Lamott,Penguin Books,1980s-1990s,genz
8290,7,Michael Patrick MacDonald,Beacon Press,1980s-1990s,millenial
8291,8,Stephen King,New American Library,>=2000,millenial
8292,10,Stephen King,New American Library,>=2000,genz
8293,5,Sora Inoue,Tokyopop,>=2000,youth
8294,3,Gainax,Tokyopop,>=2000,youth
8295,6,Clive Barker,Harpercollins,1980s-1990s,genz
8296,1,Peter David,Del Rey Books,>=2000,millenial
8297,4,Jack McDevitt,Ace Books,1980s-1990s,teenager
8298,1,Stephen King,Signet Book,1980s-1990s,youth
8299,4,Koushun Takami,VIZ LLC,>=2000,teenager
8300,2,Jo-Ann Mapson,Perennial,1980s-1990s,millenial
8301,6,Liza Crihfield Dalby,Anchor Books/Doubleday,>=2000,millenial
8302,7,Anne Perry,Ivy Books,1980s-1990s,genx
8303,1,Anne Rivers Siddons,Ballantine Books,1980s-1990s,millenial
8304,5,Andy Rooney,Warner Books,1980s-1990s,millenial
8305,4,DAVE BARRY,Ballantine Books,1980s-1990s,genz
8306,3,Gail Godwin,Harper Mass Market Paperbacks,1980s-1990s,genz
8307,7,Guy Gavriel Kay,Eos,>=2000,millenial
8308,3,Sara Paretsky,Dell,1980s-1990s,genx
8309,7,Dave Wolverton,Bantam,1980s-1990s,genz
8310,3,Nicole Mones,Delta,1980s-1990s,boomer+
8311,5,Elizabeth McCracken,Delta,>=2000,millenial
8312,5,Nancy Huston,Vintage Books USA,>=2000,millenial
8313,3,Barbara Gowdy,Metropolitan Books,1980s-1990s,genz
8314,3,Lavyrle Spencer,Putnam Pub Group,1980s-1990s,genz
8315,12,Michael A. Stackpole,Del Rey Books,>=2000,genz
8316,3,Susan Power,Berkley Publishing Group,1980s-1990s,genz
8317,2,V.C. Andrews,Pocket,1980s-1990s,genz
8318,9,Ellis Peters,Warner Books,1980s-1990s,millenial
8319,8,Agatha Christie,Berkley Publishing Group,>=2000,millenial
8320,4,Agatha Christie,Berkley Publishing Group,1980s-1990s,genz
8321,8,Agatha Christie,Signet Book,>=2000,millenial
8322,9,Michele Slatalla,Perennial,1980s-1990s,millenial
8323,4,Richard A. Wright,Perennial,1980s-1990s,genz
8324,10,Jack London,Aerie,1980s-1990s,genz
8325,7,Mark Twain,Penguin Books,>=2000,genx
8326,8,Agatha Christie,Berkley Publishing Group,>=2000,genz
8327,7,Agatha Christie,Berkley Publishing Group,>=2000,genz
8328,6,Agatha Christie,Berkley Publishing Group,1980s-1990s,genz
8329,3,Wayland Drew (Adapter),Del Rey Books,1980s-1990s,youth
8330,11,Ellis Peters,Warner Books,1980s-1990s,millenial
8331,9,Agatha Christie,Signet Book,>=2000,genz
8332,5,SHARYN MCCRUMB,Fawcett,1980s-1990s,genx
8333,2,Susan Isaacs,HarperTorch,1980s-1990s,boomer+
8334,4,Carrie Fisher,Pocket,1980s-1990s,genx
8335,1,Dick Francis,Putnam Publishing Group,>=2000,teenager
8336,4,Julie Anne Peters,Megan Tingley,>=2000,millenial
8337,2,Anne Mccaffrey,Ballantine Books,before 1980s,millenial
8338,1,Anne McCaffrey,Del Rey Books,1980s-1990s,millenial
8339,5,ISAAC ASIMOV,Spectra,1980s-1990s,genx
8340,5,William Gibson,Ace Books,1980s-1990s,genz
8341,7,LLOYD ALEXANDER,Yearling,before 1980s,genz
8342,6,LLOYD ALEXANDER,Yearling,before 1980s,millenial
8343,8,LLOYD ALEXANDER,Yearling,before 1980s,genz
8344,7,LLOYD ALEXANDER,Yearling Books,1980s-1990s,teenager
8345,8,LLOYD ALEXANDER,Yearling,before 1980s,teenager
8346,6,Agatha Christie,Berkley Publishing Group,1980s-1990s,millenial
8347,7,Agatha Christie,Signet Book,>=2000,millenial
8348,7,AARON NAPARSTEK,Villard,>=2000,genx
8349,6,Stephen R. Lawhead,Eos,1980s-1990s,genz
8350,1,Tara K. Harper,Del Rey Books,1980s-1990s,genx
8351,6,Douglas Adams,Pocket,1980s-1990s,genx
8352,5,A. A. Milne,Puffin Books,1980s-1990s,genx
8353,3,Jane Austen,NTC/Contemporary Publishing Company,1980s-1990s,genz
8354,5,Agatha Christie,Pocket,1980s-1990s,genx
8355,6,Madeleine L'Engle,Laure Leaf,1980s-1990s,genz
8356,11,Alexander Solzhenitsyn,Signet Book,1980s-1990s,millenial
8357,6,Margaret Coel,Berkley Publishing Group,1980s-1990s,genx
8358,2,Ursula K. Le Guin,Ace Books,>=2000,genz
8359,8,Michael Jan Friedman,Star Trek,1980s-1990s,genz
8360,7,Madeleine L'Engle,Laure Leaf,1980s-1990s,genz
8361,11,Agatha Christie,Berkley Publishing Group,>=2000,millenial
8362,8,Bruce Wilkinson,Multnomah,>=2000,genx
8363,6,Rosamunde Pilcher,St. Martin's Press,1980s-1990s,genz
8364,2,ELIZABETH BERG,Random House,1980s-1990s,millenial
8365,5,Bebe Moore Campbell,Putnam Pub Group,1980s-1990s,millenial
8366,2,JOY FIELDING,Doubleday,1980s-1990s,millenial
8367,8,Harold Coyle,Berkley Publishing Group,1980s-1990s,genx
8368,3,Nora Roberts,Silhouette,>=2000,genz
8369,3,Nora Roberts,Silhouette,>=2000,genx
8370,6,Maya Angelou,Random House,>=2000,millenial
8371,2,T. C. Boyle,Penguin USA,1980s-1990s,genx
8372,1,James A. Michener,Random House,1980s-1990s,genx
8373,3,Nora Roberts,Jove Books,1980s-1990s,genx
8374,4,Karen Robards,Pocket,>=2000,millenial
8375,5,Liz Ireland,Zebra Books,>=2000,millenial
8376,5,Valerie Block,Washington Square Press,1980s-1990s,millenial
8377,3,Lori Foster,Jove Books,>=2000,millenial
8378,9,Maeve Binchy,Pocket,>=2000,genz
8379,10,Ken Follett,Signet Book,1980s-1990s,youth
8380,2,Jane Smiley,Ballantine Books,1980s-1990s,boomer+
8381,4,Nicholas Evans,Delacorte Press,1980s-1990s,genz
8382,6,DAVE BARRY,Ballantine Books,1980s-1990s,genz
8383,3,Frances Hodgson Burnett,HarperTrophy,1980s-1990s,genx
8384,1,Piers Anthony,Harper Mass Market Paperbacks (Mm),1980s-1990s,genx
8385,8,William Shakespeare,Washington Square Press,1980s-1990s,millenial
8386,4,Charles Sherwood Dane,St. Martin's Press,1980s-1990s,genz
8387,7,Ernest Hemingway,Simon & Schuster,1980s-1990s,genx
8388,6,Karen Kingston,Broadway Books,1980s-1990s,genz
8389,6,Carol Adrienne,Warner Books,1980s-1990s,genx
8390,4,Wendy Markham,Warner Books,>=2000,genx
8391,5,Willa Cather,Dover Publications,1980s-1990s,millenial
8392,13,Suze Orman,Penguin Putnam,1980s-1990s,boomer+
8393,8,Mark Dunn,MacAdam/Cage Publishing,>=2000,genz
8394,3,Martha Grimes,Henry Holt & Company,1980s-1990s,genx
8395,4,Kamala Markandaya,Penguin USA (Paper),1980s-1990s,millenial
8396,11,Harriet Beecher Stowe,Signet Book,1980s-1990s,millenial
8397,1,Belva Plain,Bantam Dell Pub Group,1980s-1990s,millenial
8398,2,Jayne Ann Krentz,Pocket Star,1980s-1990s,millenial
8399,9,Laurie R. King,Bantam Books,>=2000,millenial
8400,6,Gregory Stock,Workman Publishing,1980s-1990s,millenial
8401,9,Milan Kundera,Perennial,1980s-1990s,youth
8402,7,Aldo Leopold,Ballantine Books,1980s-1990s,millenial
8403,5,John Colapinto,HarperCollins Publishers,>=2000,millenial
8404,5,Mary Daheim,Avon,1980s-1990s,genx
8405,8,Tony Kushner,Theatre Communications Group,1980s-1990s,genz
8406,14,John Walsh,Pocket Star,>=2000,genz
8407,1,James A. Michener,Fawcett Books,1980s-1990s,youth
8408,1,James A. Michener,Fawcett Books,1980s-1990s,genz
8409,3,Greg Louganis,Random House Inc,1980s-1990s,genx
8410,8,Anne Frank,Anchor,1980s-1990s,genz
8411,2,Tony Hillerman,HarperTorch,1980s-1990s,boomer+
8412,2,Russell Baker,Penguin Putnam~mass,1980s-1990s,genx
8413,1,James Michener,Ballantine Books,1980s-1990s,millenial
8414,2,Robert B. Parker,Berkley Publishing Group,>=2000,youth
8415,6,Ann Rule,Signet Book,1980s-1990s,genz
8416,5,Amitav Ghosh,Random House Trade,>=2000,genz
8417,14,Armistead Maupin,Harpercollins,1980s-1990s,millenial
8418,1,James A. Michener,Fawcett Books,1980s-1990s,genx
8419,7,James L. Burke,Avon,1980s-1990s,genx
8420,3,Robert L. Asprin,Ace Books,>=2000,millenial
8421,2,Alan Dean Foster,Ace Books,1980s-1990s,genx
8422,3,Arthur C. Clarke,Bantam,1980s-1990s,genx
8423,2,Scott Turow,Warner Books,1980s-1990s,millenial
8424,3,Larry Niven,Baen,1980s-1990s,millenial
8425,1,James A. Michener,Fawcett Books,1980s-1990s,boomer+
8426,2,Roddy Doyle,Penguin Books,1980s-1990s,millenial
8427,1,WILLIAM DIEHL,Ballantine Books,1980s-1990s,millenial
8428,5,Edward Albee,Signet Book,1980s-1990s,youth
8429,5,Bill Watterson,Andrews McMeel Publishing,1980s-1990s,genz
8430,9,Amanda Cross,Fawcett Books,1980s-1990s,genz
8431,2,James A. Michener,Fawcett Books,1980s-1990s,genz
8432,3,Robert A. Heinlein,Del Rey Books,1980s-1990s,genz
8433,2,KURT VONNEGUT,Delta,1980s-1990s,genz
8434,10,W. E. B. Griffin,Jove Books,1980s-1990s,millenial
8435,1,Matt Ridley,Perennial,>=2000,genx
8436,4,Jamie O'Neill,Scribner,>=2000,youth
8437,10,Dav Pilkey,Scholastic,>=2000,teenager
8438,1,Geoff Ryman,Penguin Books,1980s-1990s,genx
8439,13,Walter Mosley,Pocket,1980s-1990s,genx
8440,5,Karen Kijewski,Bantam,1980s-1990s,genx
8441,10,Sandy Schofield,Star Trek,1980s-1990s,millenial
8442,8,Mel Gilden,Star Trek,1980s-1990s,genz
8443,6,Diane Carey,Star Trek,1980s-1990s,genx
8444,10,Susan Wright,Star Trek,1980s-1990s,millenial
8445,8,Christie Golden,Star Trek,1980s-1990s,millenial
8446,8,K.W. Jeter,Star Trek,1980s-1990s,millenial
8447,9,John Vornholt,Star Trek,1980s-1990s,millenial
8448,7,Peter David,Star Trek,1980s-1990s,genx
8449,6,L.A. Graf,Star Trek,1980s-1990s,millenial
8450,8,Howard Weinstein,Star Trek,1980s-1990s,millenial
8451,9,Peter David,Star Trek,1980s-1990s,millenial
8452,1,Joseph Glass,Fawcett Books,1980s-1990s,genx
8453,9,Keith Sharee,Star Trek,1980s-1990s,genz
8454,7,David Dvorkin,Star Trek,1980s-1990s,millenial
8455,8,AMANDA CROSS,Fawcett,1980s-1990s,genz
8456,4,Hubert Selby,Grove Press,1980s-1990s,millenial
8457,6,Laura Lippman,Avon,1980s-1990s,genx
8458,7,Patty Duke,Bantam Books,1980s-1990s,millenial
8459,9,Anne Wilson Schaef,HarperSanFrancisco,1980s-1990s,boomer+
